CUSTOMERID,INVOICEID,INVOICEDATE,AMOUNT,QUANTITY,PAYMENTMETHOD
CUST0297,INV01622,2023-12-09 08:03:53.000,165.49,9,PayPal
CUST0080,INV03181,2023-12-09 08:42:42.000,335.27,3,PayPal
CUST0444,INV02677,2023-12-09 10:37:52.000,346.53,8,Gift Card
CUST0032,INV02152,2023-12-09 10:58:03.000,267.09,7,PayPal
CUST0264,INV01246,2023-12-09 12:30:00.000,328.55,10,Gift Card
CUST0120,INV01170,2023-12-09 23:09:53.000,256.68,1,PayPal
CUST0489,INV03221,2023-12-10 06:12:08.000,216.75,7,Bank Transfer
CUST0026,INV03127,2023-12-10 09:40:20.000,338.11,2,Gift Card
CUST0480,INV03119,2023-12-10 10:15:22.000,432.51,5,Credit Card
CUST0474,INV00750,2023-12-10 10:38:13.000,273.31,3,Credit Card
CUST0262,INV02648,2023-12-10 10:38:24.000,410.17,8,Gift Card
CUST0209,INV04974,2023-12-11 02:59:48.000,227.05,8,Gift Card
CUST0121,INV03399,2023-12-11 06:19:46.000,181.36,7,Credit Card
CUST0193,INV04470,2023-12-11 09:00:49.000,25.79,8,Bank Transfer
CUST0172,INV01786,2023-12-11 09:47:33.000,423.64,6,Credit Card
CUST0134,INV00914,2023-12-11 11:25:22.000,83.13,6,PayPal
CUST0276,INV02787,2023-12-12 12:47:13.000,447.31,10,Gift Card
CUST0442,INV01257,2023-12-12 16:52:23.000,303.56,3,Credit Card
CUST0402,INV00152,2023-12-12 19:21:44.000,419.98,1,Credit Card
CUST0180,INV04431,2023-12-12 20:15:07.000,118.16,2,Credit Card
CUST0385,INV04034,2023-12-12 23:41:15.000,281.58,8,Credit Card
CUST0198,INV02824,2023-12-13 00:18:59.000,403.91,10,Gift Card
CUST0315,INV01457,2023-12-13 01:28:03.000,304.00,1,PayPal
CUST0067,INV00917,2023-12-13 03:28:08.000,221.34,4,PayPal
CUST0233,INV03362,2023-12-13 04:13:57.000,127.24,2,Credit Card
CUST0287,INV00340,2023-12-13 09:36:19.000,386.03,10,Gift Card
CUST0054,INV03081,2023-12-13 10:53:10.000,484.00,10,Gift Card
CUST0464,INV04369,2023-12-13 15:47:58.000,468.18,3,PayPal
CUST0336,INV03332,2023-12-13 17:05:32.000,231.22,3,Credit Card
CUST0490,INV03949,2023-12-14 01:38:33.000,486.70,4,PayPal
CUST0339,INV00669,2023-12-14 07:11:17.000,40.13,4,PayPal
CUST0367,INV03573,2023-12-14 14:46:47.000,58.58,6,Bank Transfer
CUST0291,INV03657,2023-12-14 15:02:49.000,410.13,3,PayPal
CUST0413,INV02492,2023-12-14 21:58:10.000,60.07,2,Gift Card
CUST0130,INV04469,2023-12-15 02:52:10.000,36.85,2,PayPal
CUST0094,INV03527,2023-12-15 05:48:18.000,301.70,5,Credit Card
CUST0022,INV00212,2023-12-15 06:41:41.000,471.72,1,PayPal
CUST0120,INV03312,2023-12-15 06:58:42.000,361.56,10,Credit Card
CUST0043,INV03593,2023-12-15 07:46:01.000,275.69,8,Bank Transfer
CUST0060,INV02519,2023-12-15 13:46:02.000,128.63,9,Credit Card
CUST0209,INV00092,2023-12-15 19:24:50.000,60.61,2,Bank Transfer
CUST0308,INV01414,2023-12-15 20:53:53.000,389.36,1,Bank Transfer
CUST0144,INV04983,2023-12-15 22:19:46.000,201.30,2,Credit Card
CUST0322,INV02230,2023-12-15 22:35:07.000,275.29,2,PayPal
CUST0053,INV01955,2023-12-16 03:43:44.000,388.11,10,Gift Card
CUST0421,INV03983,2023-12-16 04:36:17.000,290.60,9,Credit Card
CUST0007,INV00534,2023-12-16 05:40:13.000,465.80,4,Gift Card
CUST0361,INV00449,2023-12-16 06:17:53.000,43.62,2,Bank Transfer
CUST0172,INV04201,2023-12-16 15:46:55.000,276.44,10,PayPal
CUST0220,INV01210,2023-12-16 17:03:15.000,174.91,6,Bank Transfer
CUST0399,INV04631,2023-12-16 18:00:24.000,449.93,8,Credit Card
CUST0413,INV02704,2023-12-16 22:20:48.000,456.62,7,PayPal
CUST0210,INV00038,2023-12-16 22:25:39.000,98.19,3,Gift Card
CUST0461,INV03514,2023-12-16 23:39:24.000,86.87,4,PayPal
CUST0282,INV00887,2023-12-17 00:06:19.000,96.23,1,Gift Card
CUST0130,INV03498,2023-12-17 21:29:06.000,459.24,7,PayPal
CUST0057,INV04025,2023-12-18 02:29:21.000,421.03,1,Gift Card
CUST0396,INV03463,2023-12-18 16:10:54.000,147.29,8,Gift Card
CUST0363,INV00987,2023-12-19 01:11:26.000,226.34,9,Gift Card
CUST0115,INV02216,2023-12-19 04:20:51.000,176.63,10,Gift Card
CUST0161,INV00459,2023-12-19 07:02:57.000,183.23,10,Bank Transfer
CUST0249,INV03059,2023-12-19 11:19:14.000,405.70,5,Bank Transfer
CUST0089,INV01535,2023-12-19 14:45:43.000,286.31,6,PayPal
CUST0200,INV00893,2023-12-19 18:11:02.000,404.86,4,Gift Card
CUST0206,INV04460,2023-12-19 20:59:50.000,218.93,5,Bank Transfer
CUST0104,INV02560,2023-12-19 21:25:35.000,178.92,7,Credit Card
CUST0291,INV01611,2023-12-19 22:34:56.000,386.82,5,PayPal
CUST0413,INV03374,2023-12-20 04:26:12.000,425.45,1,Credit Card
CUST0041,INV01578,2023-12-20 05:44:42.000,72.32,9,Bank Transfer
CUST0124,INV00705,2023-12-20 08:27:05.000,369.81,10,PayPal
CUST0107,INV02490,2023-12-20 11:31:58.000,485.17,6,PayPal
CUST0318,INV03659,2023-12-20 23:58:48.000,73.12,7,Gift Card
CUST0148,INV04175,2023-12-21 02:29:45.000,391.70,1,Credit Card
CUST0366,INV02471,2023-12-21 04:32:55.000,29.29,8,Credit Card
CUST0288,INV01259,2023-12-21 11:06:30.000,135.81,1,Credit Card
CUST0251,INV04761,2023-12-21 12:30:38.000,132.22,6,Bank Transfer
CUST0496,INV03753,2023-12-21 19:02:49.000,139.47,6,PayPal
CUST0050,INV01672,2023-12-21 23:37:19.000,117.28,5,Gift Card
CUST0320,INV00261,2023-12-22 07:09:42.000,297.91,7,Credit Card
CUST0145,INV01789,2023-12-22 07:15:00.000,29.52,8,Gift Card
CUST0045,INV00760,2023-12-22 12:36:04.000,211.73,9,Gift Card
CUST0225,INV01571,2023-12-22 13:01:15.000,342.64,4,PayPal
CUST0367,INV01982,2023-12-22 15:41:55.000,176.68,6,Gift Card
CUST0324,INV01338,2023-12-22 21:51:29.000,306.53,6,Bank Transfer
CUST0018,INV00492,2023-12-22 23:19:45.000,335.14,6,Gift Card
CUST0247,INV00964,2023-12-23 06:05:28.000,327.83,4,Gift Card
CUST0316,INV03489,2023-12-23 12:07:34.000,442.69,6,Credit Card
CUST0401,INV00097,2023-12-23 15:16:58.000,47.69,5,PayPal
CUST0400,INV02578,2023-12-23 18:02:29.000,405.73,1,Bank Transfer
CUST0154,INV00952,2023-12-23 23:05:17.000,82.82,3,Bank Transfer
CUST0134,INV02571,2023-12-23 23:40:27.000,264.52,7,PayPal
CUST0433,INV01983,2023-12-24 02:10:39.000,478.48,5,Credit Card
CUST0370,INV04255,2023-12-24 04:50:57.000,25.62,3,Bank Transfer
CUST0184,INV03475,2023-12-24 05:03:11.000,305.83,4,Gift Card
CUST0474,INV01324,2023-12-24 20:58:57.000,58.33,9,Bank Transfer
CUST0374,INV00570,2023-12-24 22:54:00.000,496.23,1,Gift Card
CUST0214,INV04523,2023-12-24 23:17:42.000,327.11,3,Credit Card
CUST0167,INV01167,2023-12-25 13:19:52.000,490.89,7,PayPal
CUST0395,INV01191,2023-12-25 13:46:33.000,457.41,6,Gift Card
CUST0370,INV02687,2023-12-25 18:40:30.000,196.44,2,Credit Card
CUST0102,INV03436,2023-12-25 20:43:48.000,247.73,4,Credit Card
CUST0346,INV01289,2023-12-25 21:36:56.000,465.79,9,PayPal
CUST0355,INV00605,2023-12-26 02:44:30.000,327.80,3,Credit Card
CUST0183,INV03009,2023-12-26 14:48:06.000,409.49,8,Credit Card
CUST0318,INV00215,2023-12-26 15:07:59.000,312.32,5,Gift Card
CUST0203,INV00386,2023-12-26 16:48:38.000,412.84,1,Gift Card
CUST0242,INV00422,2023-12-26 22:33:31.000,434.98,3,PayPal
CUST0477,INV02171,2023-12-27 06:59:00.000,10.00,8,Gift Card
CUST0158,INV02691,2023-12-27 20:44:43.000,383.66,3,PayPal
CUST0082,INV04217,2023-12-28 06:38:30.000,100.20,7,Gift Card
CUST0010,INV00421,2023-12-28 12:03:34.000,440.47,5,Credit Card
CUST0111,INV04924,2023-12-28 15:00:36.000,81.42,6,Bank Transfer
CUST0163,INV00201,2023-12-28 19:57:16.000,231.85,4,Credit Card
CUST0430,INV02113,2023-12-28 19:58:55.000,166.34,6,Gift Card
CUST0493,INV00082,2023-12-28 19:58:59.000,111.51,3,Gift Card
CUST0248,INV00437,2023-12-28 21:45:33.000,134.35,5,Bank Transfer
CUST0479,INV01423,2023-12-28 22:18:22.000,82.27,6,Credit Card
CUST0017,INV04933,2023-12-29 06:58:50.000,374.13,9,PayPal
CUST0014,INV02436,2023-12-29 09:52:29.000,372.06,10,Credit Card
CUST0034,INV03317,2023-12-29 10:10:45.000,19.64,8,Bank Transfer
CUST0488,INV02175,2023-12-29 10:42:35.000,344.10,1,Gift Card
CUST0359,INV03844,2023-12-29 18:31:08.000,11.22,7,PayPal
CUST0380,INV04248,2023-12-29 21:00:17.000,429.51,6,Gift Card
CUST0082,INV03318,2023-12-30 10:52:14.000,142.65,4,Credit Card
CUST0153,INV00873,2023-12-31 00:29:20.000,498.15,7,PayPal
CUST0064,INV03775,2023-12-31 09:55:57.000,24.43,7,Bank Transfer
CUST0406,INV03662,2024-01-01 00:27:06.000,476.16,9,PayPal
CUST0165,INV01616,2024-01-01 02:12:04.000,419.64,3,Gift Card
CUST0388,INV02107,2024-01-01 02:23:41.000,496.07,3,Gift Card
CUST0288,INV03039,2024-01-01 05:52:10.000,168.74,1,Credit Card
CUST0402,INV04552,2024-01-01 07:03:54.000,103.92,1,Credit Card
CUST0052,INV02684,2024-01-01 08:04:08.000,54.15,1,Gift Card
CUST0207,INV02607,2024-01-01 13:48:08.000,473.57,4,PayPal
CUST0303,INV03902,2024-01-01 21:59:52.000,407.08,3,Gift Card
CUST0190,INV03584,2024-01-02 07:49:27.000,375.23,7,PayPal
CUST0230,INV02591,2024-01-02 08:17:29.000,201.34,4,PayPal
CUST0292,INV00672,2024-01-02 11:29:15.000,399.23,5,Gift Card
CUST0022,INV04787,2024-01-02 12:23:03.000,151.69,1,Bank Transfer
CUST0414,INV01455,2024-01-02 14:58:55.000,88.94,5,Credit Card
CUST0217,INV03022,2024-01-03 00:47:59.000,219.14,9,Bank Transfer
CUST0330,INV04154,2024-01-03 01:23:58.000,274.17,10,Bank Transfer
CUST0171,INV02501,2024-01-03 03:11:05.000,241.41,8,Bank Transfer
CUST0156,INV04004,2024-01-03 08:21:33.000,454.04,1,PayPal
CUST0136,INV01837,2024-01-03 09:05:06.000,57.59,2,Gift Card
CUST0051,INV02980,2024-01-03 10:43:03.000,372.55,7,PayPal
CUST0168,INV00853,2024-01-03 13:24:03.000,84.84,10,Credit Card
CUST0015,INV01998,2024-01-03 15:29:00.000,359.67,8,Gift Card
CUST0266,INV01519,2024-01-03 17:59:33.000,366.83,1,PayPal
CUST0011,INV01681,2024-01-03 23:07:37.000,475.64,1,Gift Card
CUST0316,INV02772,2024-01-03 23:47:25.000,334.95,10,PayPal
CUST0238,INV03465,2024-01-04 03:00:26.000,70.03,7,Bank Transfer
CUST0123,INV00743,2024-01-04 03:53:05.000,469.66,10,Credit Card
CUST0481,INV03885,2024-01-04 04:21:57.000,76.01,6,Gift Card
CUST0301,INV02544,2024-01-04 10:24:31.000,400.18,5,Bank Transfer
CUST0273,INV03466,2024-01-04 14:14:17.000,497.50,4,Gift Card
CUST0350,INV03444,2024-01-05 00:07:52.000,184.69,7,Credit Card
CUST0026,INV01946,2024-01-05 00:28:54.000,479.94,7,Bank Transfer
CUST0098,INV02910,2024-01-05 00:52:01.000,423.82,8,Credit Card
CUST0162,INV00297,2024-01-05 03:15:04.000,432.57,3,Credit Card
CUST0003,INV01771,2024-01-05 10:08:20.000,243.90,6,Credit Card
CUST0490,INV02699,2024-01-05 10:22:50.000,253.23,8,Bank Transfer
CUST0208,INV00884,2024-01-05 13:00:42.000,126.86,3,PayPal
CUST0390,INV03770,2024-01-05 14:40:19.000,401.20,9,Bank Transfer
CUST0162,INV04109,2024-01-05 15:30:25.000,472.10,4,PayPal
CUST0329,INV00800,2024-01-05 16:38:12.000,105.62,9,PayPal
CUST0464,INV02882,2024-01-05 20:06:23.000,353.32,2,Bank Transfer
CUST0118,INV02710,2024-01-05 20:33:43.000,172.75,1,Bank Transfer
CUST0468,INV04881,2024-01-05 23:16:26.000,85.84,9,Gift Card
CUST0018,INV03095,2024-01-06 04:11:12.000,430.41,4,Bank Transfer
CUST0278,INV03450,2024-01-06 04:18:01.000,429.09,9,Credit Card
CUST0336,INV00433,2024-01-06 07:53:05.000,110.66,6,Gift Card
CUST0411,INV04228,2024-01-06 10:56:29.000,55.48,9,Gift Card
CUST0244,INV01992,2024-01-06 12:08:27.000,272.33,2,PayPal
CUST0380,INV04757,2024-01-06 18:48:03.000,157.59,4,Gift Card
CUST0235,INV01973,2024-01-06 20:54:35.000,352.56,5,PayPal
CUST0475,INV03542,2024-01-06 23:29:06.000,484.87,5,Gift Card
CUST0310,INV04237,2024-01-06 23:44:35.000,113.30,2,Credit Card
CUST0091,INV04400,2024-01-07 01:58:51.000,261.07,4,Bank Transfer
CUST0055,INV03425,2024-01-07 03:14:13.000,377.60,8,Credit Card
CUST0375,INV03042,2024-01-07 03:24:54.000,145.66,8,Credit Card
CUST0111,INV04792,2024-01-07 05:30:32.000,303.95,8,Credit Card
CUST0228,INV03722,2024-01-07 19:31:24.000,377.85,5,Gift Card
CUST0285,INV00930,2024-01-07 21:53:29.000,427.99,8,Credit Card
CUST0125,INV04311,2024-01-08 02:38:19.000,129.84,7,Credit Card
CUST0184,INV00756,2024-01-08 08:18:50.000,488.02,4,Bank Transfer
CUST0238,INV00483,2024-01-08 11:05:15.000,319.54,3,PayPal
CUST0097,INV03266,2024-01-08 12:02:24.000,323.26,8,Credit Card
CUST0005,INV00498,2024-01-08 17:25:56.000,347.01,8,Gift Card
CUST0072,INV04167,2024-01-08 20:08:46.000,166.33,8,Gift Card
CUST0147,INV02686,2024-01-08 20:17:01.000,194.03,1,PayPal
CUST0276,INV04427,2024-01-09 04:38:28.000,168.63,8,Gift Card
CUST0280,INV00104,2024-01-09 08:10:20.000,98.16,9,Credit Card
CUST0498,INV04103,2024-01-09 13:02:17.000,244.59,9,Bank Transfer
CUST0430,INV03308,2024-01-09 16:32:25.000,417.73,5,Credit Card
CUST0106,INV01597,2024-01-09 19:29:53.000,252.52,6,PayPal
CUST0400,INV04206,2024-01-09 20:02:58.000,234.84,5,Gift Card
CUST0350,INV02597,2024-01-10 02:57:19.000,316.35,4,Bank Transfer
CUST0151,INV00242,2024-01-10 04:59:09.000,19.84,5,Credit Card
CUST0306,INV04688,2024-01-10 06:22:22.000,215.53,3,Credit Card
CUST0005,INV04786,2024-01-10 07:30:44.000,438.26,1,Gift Card
CUST0110,INV01867,2024-01-10 08:53:14.000,160.53,5,Bank Transfer
CUST0423,INV01529,2024-01-10 09:36:53.000,300.61,1,Gift Card
CUST0488,INV01879,2024-01-10 12:05:47.000,485.86,1,Gift Card
CUST0457,INV04383,2024-01-10 13:53:07.000,276.70,5,Bank Transfer
CUST0121,INV03225,2024-01-10 14:20:14.000,115.57,5,Gift Card
CUST0271,INV02549,2024-01-10 22:31:09.000,37.43,5,Credit Card
CUST0449,INV03520,2024-01-10 22:35:23.000,89.48,4,Gift Card
CUST0071,INV01172,2024-01-11 01:40:44.000,193.52,5,PayPal
CUST0138,INV02274,2024-01-11 03:12:30.000,189.63,5,Gift Card
CUST0261,INV00682,2024-01-11 05:13:09.000,217.82,8,Gift Card
CUST0080,INV03102,2024-01-12 02:32:17.000,121.91,6,Credit Card
CUST0436,INV01292,2024-01-12 03:08:37.000,385.54,2,Bank Transfer
CUST0062,INV02502,2024-01-12 03:10:24.000,480.58,7,Credit Card
CUST0468,INV04839,2024-01-12 11:09:59.000,271.18,3,Gift Card
CUST0137,INV04752,2024-01-12 13:34:02.000,71.68,10,PayPal
CUST0392,INV02810,2024-01-12 14:27:38.000,370.87,8,Credit Card
CUST0147,INV03348,2024-01-13 01:13:49.000,368.93,9,Gift Card
CUST0499,INV02398,2024-01-13 01:56:27.000,299.48,10,Bank Transfer
CUST0379,INV00666,2024-01-13 04:48:17.000,466.12,10,Gift Card
CUST0030,INV04629,2024-01-13 09:59:39.000,110.98,9,Credit Card
CUST0382,INV00558,2024-01-13 10:53:16.000,34.16,7,Bank Transfer
CUST0307,INV01586,2024-01-13 12:32:09.000,372.25,2,Gift Card
CUST0134,INV01266,2024-01-13 15:10:48.000,197.07,3,Gift Card
CUST0297,INV00969,2024-01-13 22:13:59.000,301.96,9,Bank Transfer
CUST0303,INV00533,2024-01-14 00:11:58.000,135.41,6,PayPal
CUST0093,INV01345,2024-01-14 00:51:14.000,235.10,3,PayPal
CUST0351,INV01727,2024-01-14 03:37:50.000,68.92,7,Bank Transfer
CUST0118,INV02044,2024-01-14 08:15:07.000,28.64,7,PayPal
CUST0185,INV02777,2024-01-14 10:53:26.000,130.73,7,Credit Card
CUST0439,INV02419,2024-01-14 14:09:55.000,310.66,9,PayPal
CUST0428,INV03487,2024-01-14 19:22:53.000,237.75,6,Gift Card
CUST0410,INV01634,2024-01-14 20:55:20.000,386.15,6,PayPal
CUST0175,INV01957,2024-01-15 03:16:26.000,438.87,1,Gift Card
CUST0071,INV02626,2024-01-15 08:04:10.000,251.43,6,Bank Transfer
CUST0073,INV02864,2024-01-15 09:40:51.000,305.55,8,Bank Transfer
CUST0477,INV00553,2024-01-15 14:11:26.000,435.24,4,Credit Card
CUST0054,INV01567,2024-01-15 21:29:47.000,450.90,3,Gift Card
CUST0496,INV02461,2024-01-15 21:46:57.000,306.39,3,Bank Transfer
CUST0189,INV00897,2024-01-15 22:37:03.000,412.47,1,Credit Card
CUST0219,INV00434,2024-01-16 00:14:21.000,329.27,5,Bank Transfer
CUST0243,INV00761,2024-01-16 09:07:02.000,420.12,5,Credit Card
CUST0081,INV01016,2024-01-16 11:00:42.000,472.59,6,Credit Card
CUST0406,INV01487,2024-01-16 11:44:16.000,408.12,5,PayPal
CUST0061,INV04649,2024-01-16 13:24:01.000,480.76,4,Credit Card
CUST0148,INV00610,2024-01-16 19:01:55.000,316.96,2,PayPal
CUST0369,INV03286,2024-01-16 20:37:20.000,303.80,10,PayPal
CUST0380,INV04497,2024-01-17 00:18:53.000,421.31,7,PayPal
CUST0417,INV04112,2024-01-17 01:08:06.000,403.06,5,Bank Transfer
CUST0105,INV01549,2024-01-17 07:31:45.000,60.77,1,Gift Card
CUST0357,INV01375,2024-01-17 12:16:21.000,482.81,6,Credit Card
CUST0163,INV02047,2024-01-17 15:48:45.000,31.44,1,PayPal
CUST0219,INV03052,2024-01-17 18:06:39.000,250.37,8,PayPal
CUST0118,INV00931,2024-01-17 21:17:33.000,99.74,8,Bank Transfer
CUST0067,INV02090,2024-01-18 03:21:43.000,437.30,10,Credit Card
CUST0322,INV03854,2024-01-18 03:25:12.000,397.62,7,Gift Card
CUST0309,INV00416,2024-01-18 04:11:07.000,361.48,2,PayPal
CUST0365,INV01805,2024-01-18 04:25:30.000,308.56,8,Gift Card
CUST0284,INV00811,2024-01-18 08:05:58.000,250.39,5,Bank Transfer
CUST0091,INV03614,2024-01-18 10:21:31.000,385.70,9,Credit Card
CUST0436,INV03556,2024-01-18 10:39:29.000,473.42,3,PayPal
CUST0039,INV01474,2024-01-18 15:20:43.000,291.23,7,Gift Card
CUST0326,INV04057,2024-01-18 19:20:56.000,20.04,5,PayPal
CUST0362,INV04155,2024-01-18 19:37:06.000,83.48,6,PayPal
CUST0486,INV00225,2024-01-18 22:57:00.000,288.15,3,PayPal
CUST0279,INV04604,2024-01-19 13:58:42.000,221.91,10,PayPal
CUST0295,INV03017,2024-01-19 15:14:05.000,365.86,8,PayPal
CUST0290,INV03889,2024-01-19 18:22:24.000,416.63,6,Bank Transfer
CUST0117,INV03587,2024-01-19 19:59:36.000,255.42,6,Bank Transfer
CUST0305,INV04869,2024-01-19 20:53:12.000,106.66,4,Credit Card
CUST0090,INV04925,2024-01-20 05:16:28.000,315.02,6,Gift Card
CUST0059,INV00956,2024-01-20 10:04:28.000,372.85,8,PayPal
CUST0181,INV03055,2024-01-20 14:03:58.000,126.24,4,Bank Transfer
CUST0463,INV00713,2024-01-20 14:32:50.000,337.11,6,Bank Transfer
CUST0267,INV04199,2024-01-20 18:57:12.000,65.84,1,Bank Transfer
CUST0329,INV00018,2024-01-20 20:38:33.000,276.22,8,PayPal
CUST0232,INV01022,2024-01-20 20:43:56.000,451.14,7,Gift Card
CUST0150,INV04821,2024-01-20 22:10:57.000,119.47,3,Bank Transfer
CUST0491,INV01026,2024-01-20 22:55:45.000,338.52,8,Bank Transfer
CUST0256,INV04714,2024-01-21 15:33:48.000,313.56,2,Credit Card
CUST0440,INV03452,2024-01-21 16:10:26.000,122.03,3,Credit Card
CUST0284,INV01851,2024-01-21 19:16:32.000,481.21,9,Credit Card
CUST0229,INV02273,2024-01-21 19:33:47.000,455.50,2,Gift Card
CUST0306,INV03735,2024-01-22 00:02:56.000,189.67,2,PayPal
CUST0196,INV00357,2024-01-22 01:11:25.000,81.21,1,PayPal
CUST0134,INV03215,2024-01-22 02:11:49.000,385.95,4,Gift Card
CUST0249,INV01666,2024-01-22 09:40:29.000,408.80,8,Bank Transfer
CUST0203,INV04951,2024-01-22 10:58:16.000,118.35,7,Gift Card
CUST0001,INV03135,2024-01-22 11:34:17.000,349.25,4,PayPal
CUST0408,INV01991,2024-01-22 18:07:12.000,273.75,3,Credit Card
CUST0240,INV01558,2024-01-22 19:49:00.000,442.39,8,Bank Transfer
CUST0325,INV01891,2024-01-23 01:08:28.000,42.88,2,Credit Card
CUST0157,INV02612,2024-01-23 02:42:59.000,317.78,2,Credit Card
CUST0471,INV03001,2024-01-23 03:56:28.000,91.84,2,Credit Card
CUST0056,INV01697,2024-01-23 04:51:41.000,324.98,6,PayPal
CUST0478,INV00585,2024-01-23 13:19:36.000,286.77,3,Bank Transfer
CUST0101,INV04145,2024-01-23 22:13:28.000,30.61,1,Credit Card
CUST0343,INV04948,2024-01-24 00:43:52.000,143.14,3,Bank Transfer
CUST0085,INV03980,2024-01-24 04:21:29.000,200.41,5,Bank Transfer
CUST0229,INV02264,2024-01-24 06:24:15.000,114.56,2,Credit Card
CUST0395,INV04811,2024-01-24 13:48:41.000,240.17,8,Gift Card
CUST0235,INV04322,2024-01-24 15:15:25.000,13.15,6,Credit Card
CUST0233,INV01495,2024-01-24 16:09:02.000,331.09,9,Credit Card
CUST0062,INV01017,2024-01-24 20:11:04.000,191.10,5,Credit Card
CUST0264,INV00868,2024-01-24 22:18:25.000,451.69,5,Credit Card
CUST0305,INV02743,2024-01-25 04:40:10.000,207.58,2,PayPal
CUST0029,INV01737,2024-01-25 12:20:40.000,227.26,1,Bank Transfer
CUST0002,INV02924,2024-01-25 13:41:22.000,202.39,8,Gift Card
CUST0206,INV03040,2024-01-25 16:16:43.000,333.94,9,Bank Transfer
CUST0179,INV03144,2024-01-25 19:59:48.000,275.94,3,PayPal
CUST0078,INV04160,2024-01-25 23:46:34.000,396.46,6,PayPal
CUST0101,INV03973,2024-01-26 05:10:18.000,350.37,2,Credit Card
CUST0033,INV02128,2024-01-26 05:27:47.000,18.68,6,Gift Card
CUST0116,INV04292,2024-01-26 06:25:35.000,458.52,2,Credit Card
CUST0024,INV02888,2024-01-26 12:44:47.000,85.33,9,Gift Card
CUST0106,INV02405,2024-01-26 16:36:42.000,229.07,3,Credit Card
CUST0289,INV00454,2024-01-26 23:33:41.000,246.98,4,Bank Transfer
CUST0427,INV02441,2024-01-27 04:18:23.000,451.57,8,Gift Card
CUST0430,INV02531,2024-01-27 05:30:01.000,392.36,4,Bank Transfer
CUST0391,INV01403,2024-01-27 05:51:59.000,439.56,3,Credit Card
CUST0343,INV04845,2024-01-27 05:55:00.000,390.76,5,Credit Card
CUST0022,INV02164,2024-01-27 07:31:36.000,199.85,2,PayPal
CUST0139,INV04259,2024-01-27 08:40:30.000,321.12,6,Credit Card
CUST0341,INV01965,2024-01-27 10:16:55.000,140.22,8,Gift Card
CUST0166,INV01161,2024-01-27 19:59:45.000,285.41,4,PayPal
CUST0482,INV04603,2024-01-27 22:27:23.000,197.78,10,Bank Transfer
CUST0044,INV03093,2024-01-28 09:07:23.000,45.51,9,Bank Transfer
CUST0096,INV00638,2024-01-28 09:22:20.000,301.64,5,Bank Transfer
CUST0456,INV03064,2024-01-28 11:00:34.000,180.30,1,Bank Transfer
CUST0002,INV02251,2024-01-28 11:37:49.000,42.61,5,Gift Card
CUST0164,INV04117,2024-01-28 14:08:42.000,354.06,10,Gift Card
CUST0227,INV02651,2024-01-28 19:17:30.000,395.73,4,PayPal
CUST0220,INV03655,2024-01-28 19:58:42.000,28.84,7,Gift Card
CUST0135,INV01424,2024-01-28 21:18:08.000,265.14,1,Gift Card
CUST0245,INV03760,2024-01-28 22:53:38.000,425.31,2,Bank Transfer
CUST0167,INV04578,2024-01-29 03:38:26.000,158.47,10,Bank Transfer
CUST0040,INV02496,2024-01-29 06:56:27.000,478.54,10,Gift Card
CUST0225,INV02890,2024-01-29 10:29:02.000,135.46,4,Bank Transfer
CUST0453,INV02514,2024-01-29 11:56:27.000,307.64,1,Gift Card
CUST0223,INV01308,2024-01-29 16:45:45.000,245.29,5,Gift Card
CUST0007,INV04179,2024-01-29 21:57:18.000,234.74,6,Bank Transfer
CUST0388,INV00958,2024-01-29 22:20:33.000,338.43,10,Bank Transfer
CUST0436,INV04040,2024-01-30 00:21:42.000,45.67,5,Credit Card
CUST0308,INV03906,2024-01-30 01:02:41.000,375.66,7,Gift Card
CUST0329,INV01251,2024-01-30 01:55:37.000,337.71,9,PayPal
CUST0271,INV04930,2024-01-30 12:51:45.000,218.59,6,Gift Card
CUST0061,INV02323,2024-01-30 18:30:39.000,160.92,8,Gift Card
CUST0457,INV00401,2024-01-30 18:55:28.000,273.92,5,Credit Card
CUST0142,INV00144,2024-01-31 06:00:58.000,434.85,3,PayPal
CUST0458,INV01362,2024-01-31 10:18:37.000,336.96,5,Bank Transfer
CUST0282,INV03690,2024-01-31 15:34:06.000,308.38,5,Gift Card
CUST0024,INV00957,2024-01-31 15:44:11.000,50.81,5,Bank Transfer
CUST0321,INV03355,2024-01-31 20:10:31.000,72.65,4,Bank Transfer
CUST0260,INV02625,2024-01-31 21:19:51.000,213.60,8,Gift Card
CUST0186,INV03003,2024-01-31 23:08:44.000,409.67,5,PayPal
CUST0246,INV04701,2024-01-31 23:57:38.000,282.99,7,Gift Card
CUST0233,INV02144,2024-02-01 06:14:32.000,149.53,10,PayPal
CUST0242,INV00652,2024-02-01 06:38:58.000,452.61,1,Credit Card
CUST0161,INV00929,2024-02-01 10:08:34.000,223.53,3,Bank Transfer
CUST0050,INV02172,2024-02-01 12:31:54.000,36.23,4,PayPal
CUST0433,INV02481,2024-02-01 16:02:05.000,268.88,4,Credit Card
CUST0473,INV04126,2024-02-01 23:29:44.000,203.41,7,Gift Card
CUST0296,INV01242,2024-02-02 04:17:55.000,77.40,8,Bank Transfer
CUST0386,INV01241,2024-02-02 07:49:34.000,397.73,1,Bank Transfer
CUST0049,INV01698,2024-02-02 09:47:12.000,284.83,4,Gift Card
